iter	Passed	Remaining
354	268221	3509542
355	268815	3506687
356	269358	3503164
357	269897	3499625
358	270404	3495672
359	271022	3493182
360	271601	3490193
361	272611	3492735
362	273525	3494045
363	274035	3490184
364	274917	3491079
365	275469	3487778
366	276017	3484445
367	276838	3484549
368	277434	3481839
369	278099	3480000
370	278933	3480281
371	279434	3476403
372	280011	3473490
373	280577	3470461
374	281161	3467658
375	282163	3470011
376	282745	3467194
377	283276	3463766
378	283817	3460481
379	284354	3457147
380	284883	3453740
381	285472	3451080
382	286080	3448654
383	286580	3444941
384	287465	3445848
385	288026	3442889
386	288529	3439239
387	289349	3439385
388	289874	3436018
389	290484	3433670
390	290974	3429923
391	291564	3427371
392	292063	3423752
393	292677	3421506
394	293219	3418424
395	293731	3414995
396	294262	3411819
397	294789	3408591
398	295297	3405175
399	295902	3402874
400	296472	3400195
401	296975	3396749
402	297912	3398275
403	298404	3394721
404	298937	3391644
405	299460	3388471
406	300024	3385777
407	300535	3382498
408	301068	3379472
409	301715	3377742
410	302682	3379582
411	303181	3376200
412	303688	3372927
413	304221	3369950
414	304978	3369463
415	305584	3367307
416	306173	3364969
417	307042	3365712
418	307592	3362960
419	308231	3361195
420	308753	3358152
421	309809	3360923
422	310397	3358605
423	311136	3357929
424	311841	3356887
425	312366	3353906
426	312858	3350590
427	313363	3347427
428	313956	3345213
429	315057	3348404
430	316050	3350431
431	316738	3349212
432	317291	3346586
433	317920	3344762
434	318577	3343228
435	319072	3340014
436	319594	3337093
437	320161	3334653
438	320695	3331868
439	321242	3329242
440	321805	3326781
441	322925	3330081
442	323639	3329179
443	324159	3326285
444	324691	3323531
445	325206	3320605
446	325716	3317648
447	326250	3314936
448	326785	3312250
449	327973	3316178
450	328678	3315208
451	329520	3315618
452	330064	3313029
453	330595	3310320
454	331149	3307854
455	331638	3304752
456	332367	3304039
457	332919	3301575
458	333471	3299111
459	334011	3296548
460	334705	3295505
461	335244	3292944
462	335800	3290556
463	336319	3287816
464	337219	3288799
465	337872	3287366
466	338403	3284759
467	338998	3282777
468	339571	3280595
469	340523	3282066
470	341092	3279843
471	341611	3277150
472	342130	3274473
473	343078	3275895
474	343674	3273948
475	344195	3271307
476	344706	3268568
477	345348	3267085
478	345876	3264525
479	346434	3262256
480	346978	3259863
481	347525	3257510
482	348183	3256198
483	348758	3254115
484	349390	3252569
485	349906	3249957
486	350510	3248161
487	351090	3246151
488	351625	3243724
489	352157	3241286
490	352829	3240134
491	353368	3237778
492	354310	3239102
493	355161	3239595
494	355724	3237448
495	356225	3234755
496	356750	3232288
497	357267	3229755
498	357855	3227873
499	358387	3225489
500	358939	3223289
501	359557	3221691
502	360130	3219693
503	360970	3220090
504	361961	3221813
505	362623	3220612
506	363499	3221304
507	364276	3221121
508	364871	3219329
509	365409	3217039
510	365939	3214682
511	366498	3212584
512	367127	3211115
513	367613	3208392
514	368213	3206672
515	368743	3204354
516	369299	3202264
517	370150	3202727
518	370694	3200540
519	371221	3198218
520	371818	3196492
521	372342	3194158
522	372899	3192108
523	373504	3190472
524	374361	3190985
525	374894	3188737
526	375400	3186277
527	375943	3184130
528	376449	3181675
529	377112	3180555
530	377611	3178051
531	378106	3175526
532	378680	3173669
533	379243	3171727
534	379812	3169837
535	380444	3168474
536	381034	3166774
537	381552	3164478
538	382054	3162053
539	382606	3160043
540	383446	3160418
541	384054	3158882
542	384549	3156422
543	385112	3154526
544	385697	3152810
545	386763	3155027
546	387399	3153730
547	387902	3151350
548	388414	3149060
549	389006	3147418
550	389529	3145220
551	390092	3143354
552	390660	3141535
553	391257	3139945
554	391810	3138013
555	392501	3137185
556	393068	3135374
557	393606	3133333
558	394166	3131471
559	394666	3129138
560	395172	3126867
561	395695	3124730
562	396329	3123466
563	396823	3121113
564	397345	3118987
565	397891	3117054
566	398454	3115252
567	399067	3113850
568	399602	3111843
569	400171	3110107
570	400811	3108918
571	401373	3107138
572	402142	3106951
573	402673	3104935
574	403196	3102863
575	403763	3101126
576	404306	3099212
577	404852	3097334
578	405560	3096689
579	406105	3094803
580	406649	3092918
581	407182	3090949
582	407680	3088719
583	408185	3086553
584	409016	3086853
585	409537	3084807
586	410383	3085218
587	411032	3084143
588	411835	3084222
589	412348	3082126
590	412903	3080360
591	413482	3078768
592	414017	3076857
593	414590	3075231
594	415103	3073160
595	415872	3072993
596	416480	3071634
597	417027	3069826
598	417568	3067979
599	418109	3066138
600	418704	3064690
601	419195	3062493
602	419788	3061042
603	420809	3062711
604	421502	3061990
605	422032	3060083
606	422545	3058060
607	423141	3056639
608	423644	3054551
609	424204	3052882
610	424794	3051430
611	425373	3049899
612	425949	3048356
613	426486	3046530
614	427267	3046453
615	427812	3044689
616	428600	3044661
617	429161	3043020
618	429714	3041321
619	430283	3039743
620	430778	3037645
621	431319	3035879
622	431979	3034949
623	432604	3033778
624	433183	3032281
625	434029	3032658
626	434556	3030809
627	435167	3029541
628	435692	3027683
629	436208	3025763
630	436751	3024036
631	437298	3022341
632	438197	3023074
633	438721	3021226
634	439288	3019675
635	440156	3020191
636	440689	3018412
637	441440	3018123
638	442053	3016893
639	442615	3015316
640	443159	3013620
641	443663	3011662
642	444186	3009831
643	444706	3007986
644	445362	3007060
645	445868	3005126
646	446375	3003202
647	446943	3001695
648	447546	3000420
649	448478	3001353
650	449079	3000069
651	449779	2999446
652	450436	2998543
653	450950	2996681
654	451479	2994931
655	452335	2995343
656	452925	2993996
657	453424	2992051
658	454276	2992431
659	454818	2990774
660	455676	2991194
661	456179	2989286
662	456693	2987448
663	457304	2986252
664	457802	2984318
665	458614	2984436
666	459191	2983022
667	459837	2982062
668	460382	2980441
669	460906	2978695
670	461445	2977042
671	461943	2975133
672	462598	2974239
673	463098	2972349
674	464053	2973377
675	464667	2972224
676	465534	2972684
677	466060	2970961
678	466588	2969260
679	467284	2968631
680	467774	2966694
681	468265	2964768
682	468770	2962928
683	469336	2961485
684	469875	2959874
685	470364	2957948
686	471269	2958638
687	471882	2957497
688	472413	2955838
689	473157	2955517
690	473942	2955451
691	474528	2954143
692	475038	2952370
693	475547	2950586
694	476112	2949154
695	476682	2947760
696	477248	2946339
697	477786	2944754
698	478530	2944436
699	479128	2943219
700	479684	2941744
701	480202	2940046
702	480769	2938641
703	481380	2937512
704	481941	2936083
705	482492	2934594
706	483425	2935426
707	484039	2934320
708	484583	2932786
709	485188	2931633
710	486079	2932201
711	486829	2931914
712	487340	2930193
713	487858	2928520
714	488381	2926871
715	488936	2925427
716	489476	2923890
717	490074	2922702
718	490650	2921385
719	491237	2920134
720	491739	2918380
721	492234	2916591
722	492753	2914947
723	493742	2916082
724	494665	2916823
725	495174	2915117
726	495768	2913917
727	496474	2913378
728	496953	2911509
729	497456	2909780
730	498079	2908754
731	498642	2907385
732	499152	2905705
733	499672	2904088
734	500236	2902733
735	500899	2901952
736	501486	2900728
737	501985	2898998
738	502482	2897263
739	503031	2895827
740	503999	2896807
741	504942	2897635
742	505462	2896037
743	506000	2894539
744	506629	2893568
745	507122	2891821
746	507849	2891412
747	508346	2889691
748	508946	2888561
749	509435	2886803
750	509971	2885309
751	510472	2883625
752	511087	2882586
753	511707	2881576
754	512904	2883813
755	513564	2883025
756	514152	2881833
757	514644	2880110
758	515385	2879775
759	515955	2878489
760	516461	2876845
761	517010	2875447
762	517514	2873800
763	518516	2874916
764	519055	2873466
765	519613	2872121
766	520118	2870482
767	520715	2869356
768	521370	2868556
769	521936	2867261
770	522465	2865764
771	522988	2864240
772	523595	2863178
773	524221	2862222
774	524736	2860661
775	525241	2859046
776	526158	2859676
777	526695	2858238
778	527260	2856952
779	527850	2855805
780	528404	2854466
781	529306	2855006
782	530181	2855394
783	530736	2854063
784	531327	2852924
785	531853	2851440
786	532502	2850614
787	533015	2849064
788	533580	2847789
789	534102	2846291
790	534694	2845172
791	535183	2843499
792	535708	2842023
793	536255	2840669
794	536789	2839246
795	537327	2837846
796	538108	2837729
797	538697	2836598
798	539482	2836505
799	540352	2836848
800	540921	2835618
801	541432	2834081
802	541925	2832457
803	542455	2831022
804	543084	2830111
805	544054	2830971
806	544673	2830005
807	545196	2828544
808	545736	2827172
809	546235	2825589
810	546794	2824316
811	547556	2824097
812	548098	2822742
813	548773	2822070
814	549709	2822743
815	550450	2822408
816	551314	2822705
817	551874	2821443
818	552399	2820002
819	553307	2820519
820	553844	2819145
821	554373	2817727
822	555028	2816956
823	555587	2815693
824	556375	2815597
825	557158	2815470
826	557690	2814076
827	558391	2813537
828	559302	2814055
829	559837	2812675
830	560352	2811201
831	561299	2811892
832	561838	2810541
833	562358	2809096
834	562859	2807558
835	563401	2806225
836	564316	2806752
837	564930	2805777
838	565508	2804623
839	566074	2803416
840	566638	2802200
841	567158	2800764
842	567636	2799127
843	568281	2798315
844	568893	2797338
845	569637	2797016
846	570161	2795608
847	570800	2794766
848	571370	2793591
849	571916	2792296
850	573099	2794113
851	573668	2792931
852	574724	2794119
853	575341	2793169
854	575901	2791944
855	576433	2790586
856	576995	2789372
857	577521	2787986
858	578288	2787769
859	579392	2789170
860	580051	2788424
861	580580	2787055
862	581161	2785938
863	581667	2784463
864	582192	2783083
865	582745	2781834
866	583324	2780713
867	583876	2779465
868	584378	2777983
869	585216	2778096
870	585853	2777256
871	586365	2775819
872	586866	2774337
873	587424	2773125
874	587990	2771957
875	588609	2771034
876	589107	2769542
877	589674	2768382
878	590435	2768128
879	591006	2766984
880	591523	2765590
881	592043	2764213
882	592585	2762938
883	593055	2761331
884	593527	2759735
885	594022	2758246
886	594509	2756726
887	595218	2756238
888	595986	2756017
889	596625	2755203
890	597078	2753531
891	597813	2753157
892	598308	2751682
893	598770	2750055
894	599272	2748619
895	599777	2747193
896	600234	2745556
897	600725	2744069
898	601247	2742732
899	601727	2741201
900	602521	2741105
901	603018	2739656
902	603502	2738150
903	604008	2736748
904	604480	2735188
905	605144	2734503
906	605640	2733062
907	606139	2731632
908	606622	2730136
909	607079	2728520
910	607545	2726952
911	607995	2725312
912	608463	2723757
913	608942	2722254
914	609443	2720847
915	609939	2719424
916	610410	2717891
917	610900	2716445
918	611613	2715990
919	612087	2714475
920	612553	2712928
921	613051	2711524
922	613724	2710895
923	614462	2710553
924	614974	2709210
925	615440	2707672
926	616115	2707054
927	616622	2705698
928	617325	2705203
929	618038	2704748
930	618727	2704191
931	619390	2703517
932	619891	2702140
933	620400	2700799
934	620868	2699285
935	621346	2697810
936	621995	2697083
937	622761	2696861
938	623427	2696206
939	623897	2694706
940	624616	2694281
941	625143	2693027
942	625595	2691451
943	626073	2689992
944	626863	2689876
945	627566	2689379
946	628032	2687873
947	628683	2687158
948	629168	2685732
949	629900	2685363
950	630369	2683875
951	630828	2682347
952	631518	2681798
953	632086	2680737
954	632860	2680545
955	633321	2679029
956	633778	2677499
957	634561	2677345
958	635083	2676090
959	635725	2675345
960	636204	2673912
961	636678	2672461
962	637491	2672433
963	637977	2671032
964	638596	2670193
965	639065	2668726
966	639524	2667220
967	640064	2666053
968	640538	2664613
969	640987	2663072
970	641459	2661628
971	641947	2660249
972	642829	2660507
973	643310	2659106
974	643768	2657607
975	644230	2656129
976	644686	2654629
977	645196	2653356
978	645665	2651912
979	646128	2650444
980	646583	2648948
981	647088	2647658
982	647627	2646511
983	648097	2645079
984	648883	2644941
985	649350	2643501
986	649807	2642023
987	650302	2640702
988	651022	2640295
989	651750	2639919
990	652533	2639765
991	652996	2638316
992	653473	2636927
993	653948	2635529
994	654396	2634027
995	654871	2632636
996	655381	2631387
997	655839	2629928
998	656482	2629214
999	656934	2627737
1000	657466	2626579
1001	657925	2625134
1002	658385	2623697
1003	658858	2622309
1004	659328	2620911
1005	659804	2619541
1006	660322	2618337
1007	660800	2616980
1008	661262	2615558
1009	661734	2614179
1010	662259	2613008
1011	662732	2611638
1012	663393	2611005
1013	663849	2609571
1014	664481	2608825
1015	664954	2607458
1016	665443	2606158
1017	665903	2604742
1018	666362	2603324
1019	667099	2602997
1020	667601	2601749
1021	668276	2601176
1022	668748	2599817
1023	669218	2598450
1024	669938	2598055
1025	670444	2596830
1026	670930	2595527
1027	671385	2594106
1028	672104	2593708
1029	672583	2592383
1030	673058	2591048
1031	673519	2589656
1032	673981	2588270
1033	674443	2586888
1034	674950	2585681
1035	675410	2584292
1036	676130	2583901
1037	676807	2583345
1038	677307	2582111
1039	677822	2580937
1040	678287	2579577
1041	678763	2578258
1042	679223	2576879
1043	679702	2575578
1044	680188	2574303
1045	680737	2573265
1046	681220	2571982
1047	681706	2570709
1048	682203	2569481
1049	682665	2568124
1050	683124	2566755
1051	683586	2565397
1052	684045	2564032
1053	684544	2562820
1054	685010	2561485
1055	685495	2560220
1056	686004	2559048
1057	686469	2557717
1058	686923	2556341
1059	687385	2554998
1060	688155	2554802
1061	688619	2553468
1062	689079	2552123
1063	689577	2550917
1064	690273	2550445
1065	690754	2549180
1066	691506	2548918
1067	692069	2547956
1068	692549	2546689
1069	693003	2545331
1070	693479	2544053
1071	693954	2542771
1072	694700	2542487
1073	695162	2541161
1074	695635	2539879
1075	696142	2538719
1076	696825	2538205
1077	697290	2536894
1078	697760	2535604
1079	698252	2534399
1080	698947	2533928
1081	699421	2532654
1082	699884	2531347
1083	700596	2530936
1084	701134	2529901
1085	701903	2529695
1086	702370	2528403
1087	702842	2527131
1088	703292	2525783
1089	703759	2524494
1090	704262	2523338
1091	704733	2522068
1092	705197	2520775
1093	705654	2519456
1094	706156	2518301
1095	706682	2517234
1096	707142	2515930
1097	707606	2514644
1098	708063	2513334
1099	708573	2512216
1100	709258	2511713
1101	709726	2510448
1102	710196	2509190
1103	710665	2507929
1104	711142	2506697
1105	711736	2505878
1106	712199	2504599
1107	712684	2503399
1108	713156	2502157
1109	713610	2500851
1110	714106	2499693
1111	714568	2498419
1112	715051	2497217
1113	715507	2495926
1114	715968	2494653
1115	716464	2493503
1116	716980	2492423
1117	717437	2491136
1118	717909	2489907
1119	718725	2489869
1120	719216	2488707
1121	719701	2487524
1122	720162	2486260
1123	720807	2485630
1124	721276	2484397
1125	721817	2483412
1126	722302	2482232
1127	722763	2480975
1128	723224	2479719
1129	724017	2479598
1130	724493	2478395
1131	725116	2477693
1132	725598	2476511
1133	726071	2475302
1134	726571	2474182
1135	727065	2473045
1136	727849	2472895
1137	728309	2471643
1138	728777	2470422
1139	729304	2469398
1140	729783	2468217
1141	730247	2466983
1142	730934	2466504
1143	731685	2466240
1144	732464	2466071
1145	732939	2464878
1146	733406	2463657
1147	733865	2462413
1148	734382	2461363
1149	734837	2460108
1150	735295	2458862
1151	735749	2457606
1152	736202	2456348
1153	737070	2456476
1154	737544	2455290
1155	738024	2454121
1156	738481	2452880
1157	739216	2452565
1158	739699	2451412
1159	740168	2450213
1160	740632	2448998
1161	741081	2447738
1162	741575	2446625
1163	742042	2445425
1164	742695	2444840
1165	743185	2443717
1166	743687	2442634
1167	744160	2441459
1168	744864	2441041
1169	745346	2439895
1170	745825	2438740
1171	746526	2438314
1172	747011	2437179
1173	747501	2436065
1174	747968	2434877
1175	748438	2433698
1176	748895	2432477
1177	749672	2432299
1178	750132	2431091
1179	750800	2430557
1180	751257	2429342
1181	751858	2428591
1182	752363	2427533
1183	752816	2426306
1184	753273	2425094
1185	753762	2423989
1186	754229	2422810
1187	754709	2421678
1188	755190	2420546
1189	755658	2419378
1190	756108	2418149
1191	756576	2416983
1192	757061	2415870
1193	757871	2415796
1194	758339	2414628
1195	759121	2414464
1196	759619	2413394
1197	760099	2412268
1198	760572	2411122
1199	761029	2409925
1200	761486	2408732
1201	761980	2407655
1202	762513	2406701
1203	762974	2405522
1204	763430	2404330
1205	763901	2403187
1206	764373	2402046
1207	765142	2401838
1208	765607	2400676
1209	766063	2399488
1210	766528	2398327
1211	767028	2397279
1212	767502	2396151
1213	768277	2395963
1214	768752	2394836
1215	769240	2393754
1216	769730	2392678
1217	770224	2391617
1218	771015	2391474
1219	771474	2390305
1220	771949	2389187
1221	772444	2388130
1222	772930	2387045
1223	773585	2386485
1224	774177	2385730
1225	774643	2384587
1226	775109	2383444
1227	775771	2382906
1228	776271	2381870
1229	776734	2380722
1230	777216	2379633
1231	777724	2378625
1232	778235	2377626
1233	778714	2376529
1234	779178	2375391
1235	779651	2374277
1236	780153	2373254
1237	780622	2372134
1238	781081	2370983
1239	781591	2369986
1240	782066	2368886
1241	782550	2367814
1242	783050	2366791
1243	783508	2365640
1244	783963	2364483
1245	784427	2363355
1246	784913	2362294
1247	785391	2361208
1248	786094	2360799
1249	786584	2359753
1250	787040	2358603
1251	787659	2357946
1252	788154	2356914
1253	788632	2355834
1254	789102	2354731
1255	789765	2354205
1256	790252	2353155
1257	790752	2352142
1258	791223	2351045
1259	791686	2349927
1260	792180	2348899
1261	792671	2347866
1262	793185	2346899
1263	793673	2345858
1264	794139	2344750
1265	794610	2343662
1266	795060	2342511
1267	795546	2341465
1268	796013	2340366
1269	796495	2339314
1270	796951	2338185
1271	797788	2338173
1272	798275	2337134
1273	798751	2336066
1274	799209	2334944
1275	799679	2333860
1276	800132	2332727
1277	800656	2331803
1278	801125	2330717
1279	801585	2329609
1280	802054	2328523
1281	802538	2327487
1282	803015	2326427
1283	803521	2325455
1284	804000	2324406
1285	804458	2323296
1286	804912	2322176
1287	805373	2321075
1288	806101	2320746
1289	806589	2319725
1290	807076	2318704
1291	807549	2317641
1292	808263	2317272
1293	808789	2316363
1294	809243	2315248
1295	809716	2314190
1296	810185	2313121
1297	810644	2312023
1298	811195	2311189
1299	811716	2310270
1300	812216	2309291
1301	812710	2308296
1302	813168	2307201
1303	813690	2306288
1304	814162	2305233
1305	814623	2304149
1306	815081	2303057
1307	815547	2301989
1308	816017	2300933
1309	816503	2299921
1310	817005	2298957
1311	817489	2297943
1312	817963	2296901
1313	818452	2295903
1314	818970	2294984
1315	819422	2293884
1316	819884	2292812
1317	820341	2291728
1318	820804	2290659
1319	821335	2289784
1320	821825	2288793
1321	822295	2287747
1322	822773	2286727
1323	823260	2285730
1324	823725	2284671
1325	824209	2283669
1326	824664	2282585
1327	825387	2282245
1328	825855	2281199
1329	826351	2280232
1330	826819	2279189
1331	827322	2278241
1332	828173	2278254
1333	828662	2277269
1334	829163	2276316
1335	829636	2275291
1336	830095	2274224
1337	830569	2273203
1338	831062	2272233
1339	831571	2271306
1340	832032	2270251
1341	832513	2269249
1342	832983	2268221
1343	833454	2267195
1344	833915	2266141
1345	834432	2265241
1346	835125	2264820
1347	835580	2263754
1348	836042	2262705
1349	836504	2261661
1350	836967	2260617
1351	837447	2259622
1352	837921	2258609
1353	838715	2258461
1354	839745	2258947
1355	840248	2258012
1356	840728	2257017
1357	841211	2256032
1358	841712	2255096
1359	842194	2254109
1360	842665	2253094
1361	843147	2252108
1362	843843	2251695
1363	844300	2250641
1364	844818	2249755
1365	845304	2248782
1366	845771	2247759
1367	846290	2246877
1368	847011	2246529
1369	847490	2245541
1370	847960	2244529
1371	848460	2243596
1372	848934	2242597
1373	849659	2242259
1374	850123	2241234
1375	850582	2240196
1376	851040	2239158
1377	851774	2238844
1378	852543	2238623
1379	853012	2237612
1380	853537	2236751
1381	854216	2236291
1382	854719	2235373
1383	855186	2234360
1384	855640	2233314
1385	856099	2232283
1386	856763	2231786
1387	857482	2231430
1388	857952	2230429
1389	858468	2229548
1390	858943	2228560
1391	859935	2228913
1392	860386	2227862
1393	860879	2226924
1394	861350	2225928
1395	861813	2224911
1396	862342	2224064
1397	863142	2223918
1398	863651	2223023
1399	864139	2222071
1400	864609	2221077
1401	865126	2220203
1402	865596	2219208
1403	866072	2218230
1404	866691	2217619
1405	867162	2216630
1406	867780	2216016
1407	868237	2214990
1408	868711	2214011
1409	869206	2213085
1410	869676	2212097
1411	870177	2211187
1412	870652	2210213
1413	871156	2209311
1414	871655	2208398
1415	872172	2207532
1416	872684	2206654
1417	873158	2205678
1418	873622	2204680
1419	874071	2203645
1420	874573	2202744
1421	875095	2201892
1422	875570	2200923
1423	876055	2199982
1424	876526	2199005
1425	876997	2198028
1426	877458	2197028
1427	877926	2196045
1428	878396	2195068
1429	879194	2194912
1430	879694	2194011
1431	880185	2193087
1432	880648	2192095
1433	881146	2191190
1434	881798	2190671
1435	882265	2189689
1436	882786	2188842
1437	883251	2187860
1438	883785	2187045
1439	884244	2186048
1440	884708	2185064
1441	885191	2184126
1442	885693	2183237
1443	886179	2182307
1444	886883	2181916
1445	887373	2181000
1446	887837	2180018
1447	888308	2179054
1448	888785	2178107
1449	889251	2177132
1450	889706	2176133
1451	890181	2175182
1452	890657	2174233
1453	891154	2173339
1454	891624	2172376
1455	892364	2172075
1456	892868	2171197
1457	893338	2170236
1458	893821	2169309
1459	894536	2168945
1460	895015	2168008
1461	895503	2167094
1462	895967	2166122
1463	896428	2165143
1464	896899	2164190
1465	897373	2163245
1466	898064	2162822
1467	898793	2162491
1468	899383	2161827
1469	900382	2162142
1470	900916	2161341
1471	901396	2160411
1472	901867	2159462
1473	902341	2158518
1474	902797	2157532
1475	903331	2156733
1476	903802	2155787
1477	904270	2154831
1478	904749	2153903
1479	905448	2153498
1480	906338	2153549
1481	906807	2152596
1482	907261	2151610
1483	907736	2150673
1484	908195	2149701
1485	908649	2148718
1486	909135	2147809
1487	909613	2146883
1488	910081	2145933
1489	910538	2144960
1490	911067	2144154
1491	911539	2143217
1492	911998	2142250
1493	912759	2141990
1494	913378	2141399
1495	913865	2140497
