iter	Passed	Remaining
1496	914332	2139549
1497	914797	2138599
1498	915252	2137624
1499	915740	2136727
1500	916265	2135917
1501	916723	2134952
1502	917299	2134261
1503	917784	2133359
1504	918253	2132421
1505	918725	2131492
1506	919199	2130566
1507	919699	2129700
1508	920558	2129667
1509	921014	2128702
1510	921509	2127827
1511	922001	2126944
1512	922860	2126908
1513	923338	2125995
1514	923840	2125137
1515	924323	2124236
1516	924800	2123321
1517	925256	2122360
1518	925738	2121459
1519	926259	2120647
1520	926757	2119782
1521	927214	2118825
1522	927675	2117877
1523	928140	2116940
1524	928604	2116000
1525	929064	2115051
1526	929544	2114149
1527	930005	2113205
1528	930476	2112284
1529	930944	2111358
1530	931963	2111679
1531	932489	2110884
1532	932951	2109943
1533	933406	2108986
1534	933935	2108200
1535	934422	2107317
1536	934900	2106415
1537	935359	2105471
1538	935856	2104613
1539	936323	2103688
1540	936844	2102884
1541	937313	2101964
1542	937783	2101048
1543	938245	2100113
1544	938720	2099209
1545	939196	2098309
1546	939676	2097415
1547	940349	2096955
1548	940812	2096026
1549	941270	2095086
1550	941785	2094274
1551	942240	2093329
1552	942711	2092419
1553	943166	2091473
1554	943639	2090571
1555	944150	2089752
1556	944607	2088813
1557	945335	2088475
1558	945815	2087589
1559	946299	2086712
1560	946793	2085858
1561	947253	2084928
1562	947746	2084072
1563	948235	2083208
1564	948732	2082360
1565	949216	2081486
1566	949692	2080596
1567	950194	2079762
1568	950645	2078816
1569	951100	2077882
1570	951572	2076983
1571	952419	2076904
1572	952893	2076011
1573	953359	2075102
1574	954189	2074984
1575	954657	2074077
1576	955161	2073252
1577	955621	2072330
1578	956139	2071535
1579	956591	2070596
1580	957094	2069770
1581	957560	2068863
1582	958014	2067930
1583	958499	2067068
1584	958985	2066204
1585	959444	2065286
1586	959914	2064390
1587	960406	2063544
1588	961105	2063140
1589	961770	2062665
1590	962264	2061821
1591	962764	2060992
1592	963255	2060145
1593	963751	2059307
1594	964213	2058399
1595	964722	2057591
1596	965211	2056740
1597	965674	2055835
1598	966136	2054929
1599	966612	2054052
1600	967097	2053195
1601	967844	2052892
1602	968326	2052031
1603	968809	2051171
1604	969284	2050292
1605	969749	2049396
1606	970216	2048503
1607	970674	2047592
1608	971145	2046708
1609	971955	2046539
1610	972475	2045759
1611	972950	2044886
1612	973412	2043985
1613	973907	2043153
1614	974394	2042307
1615	974899	2041497
1616	975387	2040653
1617	975850	2039757
1618	976337	2038911
1619	976821	2038058
1620	977303	2037205
1621	977807	2036395
1622	978269	2035499
1623	978758	2034660
1624	979218	2033762
1625	979937	2033400
1626	980442	2032594
1627	980905	2031704
1628	981372	2030820
1629	981856	2029973
1630	982331	2029107
1631	982840	2028313
1632	983318	2027454
1633	983832	2026671
1634	984299	2025789
1635	984819	2025020
1636	985282	2024133
1637	985993	2023754
1638	986493	2022944
1639	987054	2022257
1640	987528	2021394
1641	988035	2020598
1642	988503	2019724
1643	989197	2019311
1644	989666	2018439
1645	990153	2017603
1646	990624	2016735
1647	991105	2015890
1648	991699	2015272
1649	992152	2014370
1650	993029	2014329
1651	993488	2013437
1652	993982	2012618
1653	994441	2011730
1654	994910	2010862
1655	995473	2010183
1656	995948	2009328
1657	996686	2009001
1658	997168	2008161
1659	997641	2007303
1660	998367	2006954
1661	998839	2006093
1662	999289	2005189
1663	999767	2004341
1664	1000247	2003499
1665	1000936	2003075
1666	1001591	2002582
1667	1002066	2001730
1668	1002533	2000862
1669	1003044	2000082
1670	1003512	1999218
1671	1003970	1998333
1672	1004592	1997775
1673	1005065	1996923
1674	1005569	1996131
1675	1006082	1995356
1676	1006582	1994558
1677	1007040	1993675
1678	1007516	1992830
1679	1008023	1992045
1680	1008493	1991189
1681	1009313	1991024
1682	1009774	1990149
1683	1010239	1989284
1684	1010724	1988457
1685	1011194	1987602
1686	1011691	1986801
1687	1012178	1985979
1688	1012647	1985125
1689	1013165	1984365
1690	1013629	1983500
1691	1014151	1982750
1692	1014618	1981892
1693	1015071	1981008
1694	1015564	1980201
1695	1016092	1979463
1696	1016574	1978635
1697	1017350	1978381
1698	1017842	1977574
1699	1018363	1976822
1700	1018831	1975970
1701	1019325	1975166
1702	1019787	1974302
1703	1020257	1973456
1704	1020719	1972592
1705	1021248	1971859
1706	1021753	1971081
1707	1022220	1970227
1708	1023001	1969981
1709	1023496	1969184
1710	1023996	1968395
1711	1024487	1967590
1712	1024941	1966714
1713	1025420	1965888
1714	1025933	1965125
1715	1026441	1964356
1716	1026903	1963497
1717	1027387	1962680
1718	1027878	1961878
1719	1028373	1961084
1720	1028924	1960396
1721	1029400	1959566
1722	1029844	1958676
1723	1030300	1957809
1724	1030795	1957017
1725	1031626	1956862
1726	1032108	1956045
1727	1032584	1955217
1728	1033051	1954372
1729	1033529	1953550
1730	1034016	1952744
1731	1034738	1952381
1732	1035194	1951517
1733	1035650	1950655
1734	1036146	1949865
1735	1036639	1949073
1736	1037124	1948265
1737	1037831	1947874
1738	1038295	1947028
1739	1038821	1946298
1740	1039534	1945917
1741	1039994	1945064
1742	1040452	1944206
1743	1040923	1943375
1744	1041422	1942595
1745	1041902	1941780
1746	1042400	1941000
1747	1042870	1940168
1748	1043338	1939333
1749	1044155	1939145
1750	1044610	1938287
1751	1045389	1938027
1752	1045868	1937214
1753	1046403	1936503
1754	1046855	1935638
1755	1047543	1935210
1756	1048021	1934396
1757	1048780	1934098
1758	1049324	1933404
1759	1049805	1932596
1760	1050273	1931763
1761	1050736	1930921
1762	1051203	1930088
1763	1051808	1929507
1764	1052288	1928699
1765	1052798	1927943
1766	1053277	1927135
1767	1054159	1927060
1768	1055006	1926922
1769	1055483	1926107
1770	1055956	1925286
1771	1056473	1924546
1772	1057213	1924212
1773	1057676	1923372
1774	1058153	1922561
1775	1058611	1921714
1776	1059070	1920868
1777	1059619	1920188
1778	1060304	1919753
1779	1061008	1919351
1780	1061477	1918525
1781	1062177	1918118
1782	1062645	1917290
1783	1063126	1916488
1784	1063880	1916177
1785	1064372	1915394
1786	1064855	1914595
1787	1065343	1913804
1788	1065809	1912976
1789	1066271	1912140
1790	1066824	1911469
1791	1067298	1910655
1792	1067765	1909829
1793	1068529	1909535
1794	1069324	1909295
1795	1069808	1908500
1796	1070267	1907660
1797	1070741	1906848
1798	1071197	1906005
1799	1071888	1905579
1800	1072357	1904759
1801	1072845	1903973
1802	1073309	1903145
1803	1073790	1902347
1804	1074274	1901555
1805	1074804	1900844
1806	1075297	1900069
1807	1075766	1899252
1808	1076233	1898430
1809	1076705	1897619
1810	1077295	1897015
1811	1077770	1896210
1812	1078238	1895392
1813	1078696	1894557
1814	1079176	1893760
1815	1079681	1893010
1816	1080180	1892248
1817	1080653	1891441
1818	1081110	1890605
1819	1081569	1889775
1820	1082053	1888988
1821	1082513	1888159
1822	1082990	1887362
1823	1083473	1886574
1824	1083937	1885754
1825	1084427	1884979
1826	1084889	1884156
1827	1085372	1883370
1828	1085853	1882580
1829	1086325	1881776
1830	1086806	1880988
1831	1087328	1880270
1832	1087792	1879454
1833	1088243	1878613
1834	1088717	1877815
1835	1089196	1877025
1836	1089698	1876274
1837	1090191	1875509
1838	1090674	1874727
1839	1091391	1874346
1840	1092014	1873804
1841	1092495	1873018
1842	1092959	1872203
1843	1093413	1871374
1844	1093897	1870594
1845	1094366	1869790
1846	1094857	1869023
1847	1095365	1868286
1848	1095847	1867503
1849	1096539	1867081
1850	1097034	1866321
1851	1097606	1865694
1852	1098329	1865322
1853	1098791	1864507
1854	1099259	1863704
1855	1099996	1863355
1856	1100810	1863137
1857	1101276	1862331
1858	1101762	1861557
1859	1102284	1860845
1860	1102793	1860112
1861	1103397	1859538
1862	1103928	1858842
1863	1104414	1858071
1864	1104903	1857304
1865	1105419	1856583
1866	1105904	1855811
1867	1106380	1855022
1868	1106871	1854261
1869	1107540	1853798
1870	1108618	1854017
1871	1109246	1853484
1872	1109749	1852742
1873	1110220	1851947
1874	1110766	1851276
1875	1111249	1850502
1876	1111831	1849894
1877	1112337	1849157
1878	1113121	1848883
1879	1113596	1848096
1880	1114076	1847318
1881	1114570	1846562
1882	1115076	1845827
1883	1116184	1846088
1884	1116836	1845594
1885	1117415	1844980
1886	1118290	1844854
1887	1118754	1844048
1888	1119232	1843267
1889	1119709	1842485
1890	1120186	1841702
1891	1120658	1840912
1892	1121175	1840195
1893	1121650	1839412
1894	1122137	1838646
1895	1122624	1837883
1896	1123103	1837106
1897	1123563	1836298
1898	1124219	1835811
1899	1124689	1835019
1900	1125270	1834409
1901	1125731	1833604
1902	1126218	1832842
1903	1126896	1832391
1904	1127370	1831606
1905	1127883	1830886
1906	1128396	1830167
1907	1128855	1829361
1908	1129336	1828590
1909	1129810	1827809
1910	1130277	1827016
1911	1130961	1826573
1912	1131478	1825861
1913	1131957	1825088
1914	1132420	1824290
1915	1132946	1823594
1916	1133422	1822818
1917	1133884	1822018
1918	1134543	1821536
1919	1135021	1820763
1920	1135804	1820479
1921	1136291	1819721
1922	1136878	1819124
1923	1137351	1818344
1924	1137838	1817585
1925	1138317	1816816
1926	1138812	1816072
1927	1139278	1815282
1928	1139745	1814493
1929	1140363	1813946
1930	1140833	1813163
1931	1141334	1812430
1932	1141794	1811632
1933	1142298	1810903
1934	1143077	1810611
1935	1143589	1809895
1936	1144272	1809451
1937	1144742	1808669
1938	1145519	1808373
1939	1146016	1807634
1940	1146521	1806907
1941	1147212	1806475
1942	1147834	1805934
1943	1148665	1805720
1944	1149157	1804975
1945	1149643	1804219
1946	1150259	1803668
1947	1150912	1803174
1948	1151369	1802374
1949	1151892	1801677
1950	1152373	1800915
1951	1152839	1800130
1952	1153353	1799421
1953	1154043	1798985
1954	1154533	1798237
1955	1155007	1797465
1956	1155462	1796663
1957	1155938	1795896
1958	1156386	1795085
1959	1157249	1794917
1960	1157716	1794135
1961	1158230	1793427
1962	1158690	1792635
1963	1159178	1791886
1964	1159641	1791099
1965	1160102	1790310
1966	1160577	1789542
1967	1161331	1789206
1968	1161841	1788493
1969	1162303	1787705
1970	1162767	1786922
1971	1163311	1786261
1972	1163814	1785537
1973	1164283	1784763
1974	1165021	1784399
1975	1165737	1784002
1976	1166239	1783278
1977	1167107	1783114
1978	1167784	1782656
1979	1168253	1781881
1980	1168802	1781229
1981	1169343	1780564
1982	1169826	1779811
1983	1170295	1779037
1984	1170761	1778259
1985	1171273	1777552
1986	1171850	1776943
1987	1172346	1776211
1988	1173106	1775879
1989	1173649	1775219
1990	1174102	1774422
1991	1174607	1773704
1992	1175072	1772927
1993	1175526	1772133
1994	1176328	1771862
1995	1177039	1771456
1996	1177542	1770736
1997	1178064	1770045
1998	1178624	1769410
1999	1179106	1768660
2000	1179596	1767920
2001	1180057	1767139
2002	1180539	1766388
2003	1180998	1765604
2004	1181645	1765101
2005	1182105	1764318
2006	1182604	1763595
2007	1183092	1762855
2008	1183572	1762103
2009	1184111	1761439
2010	1184569	1760655
2011	1185030	1759876
2012	1185503	1759114
2013	1185959	1758328
2014	1186735	1758017
2015	1187213	1757263
2016	1187681	1756497
2017	1188143	1755720
2018	1188603	1754941
2019	1189397	1754655
2020	1190153	1754313
2021	1190619	1753543
2022	1191094	1752787
2023	1191716	1752247
2024	1192632	1752139
2025	1193313	1751685
2026	1193846	1751014
2027	1194593	1750657
2028	1195432	1750433
2029	1195902	1749670
2030	1196658	1749325
2031	1197139	1748577
2032	1197618	1747827
2033	1198097	1747078
2034	1198555	1746298
2035	1199053	1745576
2036	1199536	1744834
2037	1200333	1744547
2038	1200806	1743789
2039	1201270	1743019
2040	1202145	1742845
2041	1202819	1742380
2042	1203519	1741952
2043	1204031	1741250
2044	1204509	1740501
2045	1204985	1739749
2046	1205457	1738991
2047	1205916	1738215
2048	1206381	1737447
2049	1206891	1736746
2050	1207361	1735986
2051	1207833	1735230
2052	1208341	1734526
2053	1208797	1733746
2054	1209285	1733015
2055	1210080	1732722
2056	1210587	1732016
2057	1211371	1731708
2058	1211866	1730985
2059	1212336	1730227
2060	1212804	1729466
2061	1213251	1728678
2062	1213731	1727934
2063	1214231	1727221
2064	1214872	1726707
2065	1215665	1726410
2066	1216115	1725624
2067	1216575	1724854
2068	1217042	1724095
2069	1217523	1723353
2070	1218218	1722916
2071	1218677	1722146
2072	1219487	1721872
2073	1220114	1721338
2074	1220632	1720650
2075	1221108	1719903
2076	1221594	1719171
2077	1222065	1718419
2078	1222518	1717641
2079	1222995	1716897
2080	1223511	1716208
2081	1223970	1715440
2082	1224780	1715162
2083	1225234	1714387
2084	1225696	1713623
2085	1226177	1712886
2086	1226932	1712531
2087	1227405	1711783
2088	1227875	1711031
2089	1228665	1710724
2090	1229131	1709967
2091	1229616	1709237
2092	1230087	1708487
2093	1230566	1707749
2094	1231071	1707046
2095	1231777	1706623
2096	1232281	1705919
2097	1232848	1705302
2098	1233330	1704569
2099	1233856	1703896
2100	1234331	1703153
2101	1234829	1702442
2102	1235286	1701676
2103	1235755	1700925
2104	1236213	1700160
2105	1236705	1699441
2106	1237414	1699022
2107	1238200	1698707
2108	1238695	1697993
2109	1239379	1697538
2110	1240230	1697312
2111	1240682	1696539
2112	1241202	1695859
2113	1241668	1695105
2114	1242148	1694373
2115	1242633	1693645
2116	1243425	1693337
2117	1244141	1692925
2118	1244664	1692250
2119	1245367	1691820
2120	1246129	1691469
2121	1246612	1690740
2122	1247119	1690043
2123	1247874	1689683
2124	1248332	1688920
2125	1249186	1688693
2126	1249696	1688000
2127	1250179	1687272
2128	1250634	1686505
2129	1251121	1685783
2130	1251599	1685048
2131	1252082	1684321
2132	1252561	1683588
2133	1253028	1682839
2134	1253712	1682382
2135	1254201	1681663
2136	1254695	1680951
2137	1255220	1680281
2138	1255687	1679533
2139	1256176	1678815
2140	1256832	1678320
2141	1257640	1678028
2142	1258122	1677300
2143	1258586	1676549
2144	1259082	1675842
2145	1259864	1675513
2146	1260333	1674770
2147	1260979	1674260
2148	1261496	1673581
2149	1261962	1672834
2150	1262462	1672132
2151	1262986	1671461
2152	1263452	1670715
2153	1263916	1669966
2154	1264414	1669262
2155	1264938	1668592
2156	1265447	1667903
2157	1265923	1667171
2158	1266651	1666770
2159	1267125	1666035
2160	1267620	1665327
2161	1268314	1664883
2162	1268795	1664157
2163	1269310	1663477
2164	1270147	1663218
2165	1270604	1662462
2166	1271069	1661716
2167	1271567	1661014
2168	1272229	1660526
2169	1272701	1659790
2170	1273161	1659039
2171	1273638	1658310
2172	1274094	1657554
2173	1274599	1656862
2174	1275215	1656314
2175	1275673	1655561
2176	1276137	1654816
2177	1276611	1654085
2178	1277342	1653686
2179	1277815	1652953
2180	1278281	1652212
2181	1279132	1651968
2182	1279629	1651266
2183	1280143	1650587
2184	1280616	1649855
2185	1281074	1649105
2186	1281891	1648815
2187	1282372	1648094
2188	1282899	1647432
2189	1283388	1646722
2190	1283876	1646010
2191	1284344	1645273
2192	1284865	1644604
2193	1285575	1644177
2194	1286043	1643440
2195	1286505	1642695
2196	1286964	1641949
2197	1287436	1641217
2198	1288309	1640998
2199	1288774	1640258
2200	1289249	1639532
2201	1289715	1638793
2202	1290173	1638046
2203	1290690	1637373
2204	1291271	1636782
2205	1292179	1636604
2206	1292638	1635858
2207	1293136	1635161
2208	1293590	1634409
2209	1294063	1633682
2210	1294766	1633244
2211	1295252	1632532
2212	1295731	1631813
2213	1296462	1631411
2214	1296935	1630683
2215	1297392	1629936
2216	1297874	1629221
2217	1298355	1628504
2218	1299095	1628114
2219	1299582	1627404
2220	1300349	1627047
2221	1300838	1626340
2222	1301315	1625620
2223	1301768	1624869
2224	1302599	1624590
2225	1303098	1623896
2226	1303606	1623215
2227	1304066	1622473
2228	1304528	1621735
2229	1305263	1621335
2230	1306181	1621163
2231	1306639	1620420
2232	1307118	1619702
2233	1307593	1618981
2234	1308071	1618262
2235	1308786	1617838
2236	1309451	1617351
2237	1309937	1616642
2238	1310459	1615979
2239	1310943	1615270
2240	1311410	1614538
2241	1311867	1613795
2242	1312332	1613063
2243	1312858	1612405
2244	1313326	1611677
2245	1313848	1611014
2246	1314313	1610282
2247	1315021	1609848
2248	1315538	1609179
2249	1316027	1608477
2250	1316795	1608116
2251	1317246	1607368
2252	1317698	1606621
2253	1318371	1606143
2254	1318871	1605455
2255	1319335	1604723
2256	1319794	1603985
2257	1320300	1603304
2258	1321072	1602947
2259	1321535	1602216
2260	1322141	1601656
2261	1322604	1600924
2262	1323110	1600244
2263	1323603	1599548
2264	1324071	1598823
2265	1324850	1598474
2266	1325314	1597743
2267	1325848	1597097
2268	1326350	1596414
2269	1326819	1595690
2270	1327285	1594963
2271	1328028	1594569
2272	1328498	1593847
2273	1328965	1593121
2274	1329431	1592396
2275	1329895	1591667
2276	1330350	1590928
2277	1330887	1590287
2278	1331604	1589862
2279	1332079	1589147
2280	1332569	1588450
2281	1333057	1587752
2282	1333537	1587043
2283	1334304	1586677
2284	1334781	1585965
2285	1335240	1585233
2286	1335719	1584524
2287	1336473	1584141
2288	1336947	1583426
2289	1337406	1582694
2290	1337866	1581964
2291	1338327	1581234
2292	1339049	1580813
2293	1339534	1580113
2294	1339998	1579387
2295	1340467	1578668
2296	1341051	1578085
2297	1341588	1577446
2298	1342057	1576728
2299	1342529	1576012
2300	1342995	1575290
2301	1343486	1574598
2302	1343963	1573890
2303	1344442	1573184
2304	1344922	1572480
2305	1345409	1571783
2306	1345920	1571116
2307	1346434	1570451
2308	1346936	1569772
2309	1347408	1569060
2310	1347860	1568324
2311	1348323	1567601
2312	1348784	1566875
2313	1349555	1566510
2314	1350175	1565970
2315	1350631	1565239
2316	1351122	1564550
2317	1351707	1563969
2318	1352186	1563264
2319	1352643	1562536
2320	1353117	1561827
2321	1353628	1561161
2322	1354122	1560476
2323	1354624	1559799
2324	1355090	1559083
2325	1355535	1558341
2326	1356000	1557623
2327	1356529	1556979
2328	1357316	1556629
2329	1357782	1555913
2330	1358456	1555435
2331	1358928	1554726
2332	1359431	1554051
2333	1360118	1553588
2334	1360580	1552867
2335	1361045	1552151
2336	1361558	1551489
2337	1362034	1550784
2338	1362519	1550091
2339	1363328	1549766
2340	1363830	1549092
2341	1364314	1548398
2342	1364810	1547717
2343	1365559	1547323
2344	1366022	1546605
2345	1366915	1546374
2346	1367394	1545674
2347	1367872	1544973
2348	1368586	1544539
2349	1369041	1543812
2350	1369642	1543251
2351	1370108	1542537
2352	1370561	1541808
2353	1371244	1541339
2354	1372078	1541039
2355	1372552	1540334
2356	1373054	1539662
2357	1373841	1539308
2358	1374368	1538663
2359	1374863	1537983
2360	1375315	1537253
2361	1375795	1536557
2362	1376251	1535833
2363	1376777	1535188
2364	1377258	1534492
2365	1377714	1533769
2366	1378187	1533066
2367	1378662	1532364
2368	1379411	1531967
2369	1379891	1531271
2370	1380606	1530836
2371	1381080	1530134
2372	1381542	1529419
2373	1382037	1528740
2374	1382514	1528042
2375	1383325	1527712
2376	1383806	1527019
2377	1384318	1526359
2378	1384791	1525656
2379	1385257	1524946
2380	1385731	1524246
2381	1386190	1523529
2382	1386825	1523005
2383	1387352	1522362
2384	1387817	1521653
2385	1388277	1520937
2386	1388779	1520268
2387	1389243	1519557
2388	1389706	1518846
2389	1390197	1518165
2390	1390654	1517447
2391	1391136	1516757
2392	1391607	1516055
2393	1392331	1515629
2394	1392813	1514939
2395	1393296	1514250
2396	1393767	1513549
2397	1394279	1512891
2398	1394994	1512455
2399	1395463	1511752
2400	1395925	1511041
2401	1396392	1510336
2402	1396841	1509612
2403	1397340	1508942
2404	1397876	1508311
2405	1398338	1507601
2406	1398800	1506892
2407	1399541	1506483
2408	1400018	1505790
2409	1400503	1505104
2410	1400972	1504404
2411	1401442	1503703
2412	1401905	1502996
2413	1402430	1502355
2414	1402935	1501693
2415	1403389	1500976
2416	1403842	1500258
2417	1404321	1499569
2418	1404857	1498940
2419	1405341	1498256
2420	1405800	1497546
2421	1406265	1496842
2422	1406738	1496147
2423	1407536	1495797
2424	1408006	1495099
2425	1408477	1494402
2426	1408961	1493720
2427	1409423	1493013
2428	1409934	1492360
2429	1410413	1491671
2430	1411215	1491325
2431	1411750	1490697
2432	1412230	1490010
2433	1412763	1489380
2434	1413582	1489050
2435	1414063	1488365
2436	1414541	1487677
2437	1415099	1487073
2438	1415587	1486395
2439	1416046	1485688
2440	1416527	1485004
2441	1416992	1484303
2442	1417442	1483586
2443	1417952	1482932
2444	1418464	1482281
2445	1418963	1481615
2446	1419442	1480930
2447	1419904	1480226
2448	1420392	1479551
2449	1421023	1479024
2450	1421501	1478338
2451	1422208	1477890
2452	1423040	1477572
2453	1423514	1476881
2454	1423981	1476184
2455	1424453	1475492
2456	1424916	1474791
2457	1425420	1474133
2458	1426150	1473707
2459	1426601	1472994
2460	1427055	1472284
2461	1427685	1471756
2462	1428216	1471126
2463	1428674	1470421
2464	1429137	1469721
2465	1429600	1469021
2466	1430321	1468586
2467	1430851	1467956
2468	1431360	1467304
2469	1431833	1466614
2470	1432302	1465922
2471	1432764	1465222
2472	1433285	1464582
2473	1433745	1463880
2474	1434244	1463219
2475	1434700	1462513
2476	1435178	1461831
2477	1435899	1461396
2478	1436393	1460729
2479	1436854	1460029
2480	1437338	1459352
2481	1437798	1458652
2482	1438307	1458002
2483	1438782	1457318
2484	1439238	1456613
2485	1440113	1456333
2486	1440571	1455632
2487	1441055	1454956
2488	1441565	1454306
2489	1442313	1453898
2490	1442772	1453198
2491	1443267	1452534
2492	1443730	1451838
2493	1444213	1451162
2494	1445020	1450812
2495	1445489	1450122
2496	1446016	1449491
2497	1446497	1448814
2498	1446990	1448148
2499	1447452	1447452
2500	1447928	1446770
2501	1448435	1446119
2502	1448906	1445433
2503	1449375	1444745
2504	1450143	1444354
2505	1450613	1443666
2506	1451406	1443301
2507	1451923	1442660
2508	1452657	1442235
2509	1453108	1441530
2510	1453726	1440990
2511	1454211	1440318
2512	1454712	1439661
2513	1455169	1438961
2514	1455631	1438268
2515	1456112	1437592
2516	1456618	1436942
2517	1457155	1436322
2518	1457635	1435646
2519	1458121	1434976
2520	1458900	1434594
2521	1459647	1434181
2522	1460107	1433486
2523	1460592	1432815
2524	1461047	1432115
2525	1461516	1431429
2526	1462241	1430994
2527	1462697	1430295
2528	1463153	1429597
2529	1463675	1428964
2530	1464155	1428289
2531	1464656	1427635
2532	1465127	1426952
2533	1465909	1426571
2534	1466424	1425931
2535	1467225	1425569
2536	1467951	1425134
2537	1468423	1424451
2538	1469214	1424079
2539	1469701	1423411
2540	1470163	1422719
2541	1470993	1422385
2542	1471732	1421961
2543	1472204	1421279
2544	1472686	1420607
2545	1473196	1419962
2546	1473676	1419288
2547	1474514	1418959
2548	1474988	1418280
2549	1475453	1417592
2550	1475920	1416906
2551	1476421	1416254
2552	1476899	1415578
2553	1477377	1414903
2554	1477861	1414235
2555	1478357	1413578
2556	1479144	1413198
2557	1479653	1412554
2558	1480467	1412200
2559	1480928	1411510
2560	1481388	1410818
2561	1481846	1410125
2562	1482311	1409439
2563	1482793	1408769
2564	1483270	1408095
2565	1483753	1407425
2566	1484248	1406769
2567	1484748	1406116
2568	1485230	1405448
2569	1485683	1404751
2570	1486152	1404070
2571	1486654	1403420
2572	1487134	1402749
2573	1487620	1402085
2574	1488087	1401402
2575	1488787	1400939
2576	1489328	1400327
2577	1489801	1399650
2578	1490284	1398983
2579	1490740	1398291
2580	1491193	1397597
2581	1491647	1396903
2582	1492106	1396214
2583	1492887	1395826
2584	1493348	1395139
2585	1493827	1394469
2586	1494357	1393847
2587	1494855	1393195
2588	1495358	1392549
2589	1495835	1391877
2590	1496317	1391211
2591	1496815	1390559
2592	1497291	1389888
2593	1497758	1389208
2594	1498228	1388531
2595	1498692	1387849
2596	1499177	1387186
2597	1499718	1386575
2598	1500187	1385898
2599	1500673	1385237
2600	1501132	1384551
2601	1501623	1383893
2602	1502100	1383224
2603	1502566	1382545
2604	1503044	1381877
2605	1503522	1381209
2606	1503974	1380517
2607	1504497	1379892
2608	1504982	1379231
2609	1505446	1378550
2610	1505941	1377898
2611	1506404	1377218
2612	1506871	1376540
2613	1507377	1375900
2614	1508083	1375441
2615	1508580	1374791
2616	1509045	1374113
2617	1509556	1373477
2618	1510062	1372836
2619	1510525	1372156
2620	1510992	1371480
2621	1511748	1371066
2622	1512195	1370372
2623	1512651	1369687
2624	1513300	1369176
2625	1513795	1368526
2626	1514257	1367846
2627	1514759	1367203
2628	1515255	1366554
2629	1515829	1365975
2630	1516298	1365302
2631	1517108	1364936
2632	1517639	1364319
2633	1518121	1363658
2634	1518765	1363142
2635	1519221	1362458
2636	1519695	1361790
2637	1520223	1361170
2638	1520714	1360518
2639	1521199	1359860
2640	1521649	1359170
2641	1522132	1358511
2642	1522588	1357828
2643	1523048	1357149
2644	1523821	1356748
2645	1524295	1356081
2646	1524792	1355435
2647	1525298	1354796
2648	1526176	1354489
2649	1526861	1354009
2650	1527324	1353333
2651	1527841	1352704
2652	1528303	1352027
2653	1528784	1351367
2654	1529257	1350699
2655	1529734	1350036
2656	1530225	1349385
2657	1530719	1348737
2658	1531327	1348190
2659	1531787	1347512
2660	1532556	1347105
2661	1533029	1346439
2662	1533507	1345778
2663	1533978	1345110
2664	1534450	1344443
2665	1534992	1343838
2666	1535485	1343190
2667	1535984	1342546
2668	1536448	1341873
2669	1537264	1341508
2670	1537749	1340853
2671	1538574	1340494
2672	1539051	1339832
2673	1539538	1339179
2674	1540261	1338732
2675	1540771	1338098
2676	1541265	1337452
2677	1541984	1337000
2678	1542443	1336323
2679	1542903	1335647
2680	1543568	1335149
2681	1544058	1334499
2682	1544879	1334135
2683	1545724	1333791
2684	1546198	1333128
2685	1546678	1332469
2686	1547147	1331801
2687	1547850	1331335
2688	1548350	1330694
2689	1548805	1330014
2690	1549306	1329374
2691	1550021	1328918
2692	1550714	1328443
2693	1551180	1327773
2694	1551690	1327141
2695	1552178	1326491
2696	1552775	1325932
2697	1553236	1325259
2698	1553728	1324612
2699	1554193	1323942
2700	1554711	1323317
2701	1555184	1322654
2702	1555666	1321999
2703	1556153	1321349
2704	1556624	1320684
2705	1557363	1320248
2706	1557839	1319588
2707	1558362	1318968
2708	1558838	1318308
2709	1559598	1317889
2710	1560063	1317220
2711	1560552	1316572
2712	1561058	1315938
2713	1561804	1315506
2714	1562389	1314938
2715	1562937	1314340
2716	1563501	1313755
2717	1564638	1313651
2718	1565327	1313171
2719	1566393	1313005
2720	1566950	1312414
2721	1567540	1311850
2722	1568045	1311215
2723	1568662	1310674
2724	1569344	1310186
2725	1570365	1309982
2726	1570951	1309414
2727	1571629	1308923
2728	1572174	1308321
2729	1573101	1308037
2730	1573604	1307399
2731	1574142	1306792
2732	1574642	1306152
2733	1575279	1305626
2734	1575899	1305087
2735	1576470	1304506
2736	1577467	1304278
2737	1578077	1303729
2738	1578983	1303425
2739	1579513	1302810
2740	1580139	1302274
2741	1580723	1301704
2742	1581234	1301073
2743	1581864	1300541
2744	1582434	1299959
2745	1583028	1299397
2746	1583578	1298799
2747	1584513	1298516
2748	1585501	1298276
2749	1586016	1297650
2750	1586633	1297106
2751	1587162	1296489
2752	1587704	1295885
2753	1588315	1295336
2754	1588814	1294696
2755	1589437	1294157
2756	1589991	1293562
2757	1590553	1292973
2758	1591296	1292531
2759	1591916	1291990
2760	1592455	1291382
2761	1593544	1291221
2762	1594181	1290693
2763	1594768	1290124
2764	1595313	1289520
2765	1595894	1288947
2766	1596411	1288322
2767	1596976	1287735
2768	1597505	1287120
2769	1598017	1286490
2770	1599146	1286358
2771	1599859	1285889
2772	1600379	1285267
2773	1601018	1284739
2774	1602109	1284574
2775	1602673	1283986
2776	1603245	1283404
2777	1603751	1282769
2778	1604370	1282226
2779	1604940	1281642
2780	1605737	1281241
2781	1606605	1280895
