iter	Logloss
272	0.1374283301
273	0.1374251333
274	0.1374174579
275	0.1374081093
276	0.1374031724
277	0.137396517
278	0.1373889932
279	0.1373795319
280	0.1373710336
281	0.1373664581
282	0.1373626347
283	0.1373578741
284	0.1373496192
285	0.1373441208
286	0.1373378245
287	0.1373328334
288	0.1373286131
289	0.1373191553
290	0.1373104745
291	0.1373041334
292	0.1372899757
293	0.137285765
294	0.1372769633
295	0.1372691853
296	0.1372663246
297	0.1372619748
298	0.1372500952
299	0.1372416702
300	0.1372338546
301	0.1372292562
302	0.1372257696
303	0.1372189314
304	0.1372073459
305	0.1371936472
306	0.1371869919
307	0.1371811508
308	0.137174167
309	0.1371599522
310	0.137151957
311	0.1371408324
312	0.1371321768
313	0.1371278055
314	0.1371234203
315	0.1371144355
316	0.1371106858
317	0.1371032961
318	0.1370884115
319	0.1370820192
320	0.1370702031
321	0.1370650958
322	0.1370608641
323	0.137053687
324	0.1370449691
325	0.1370380953
326	0.1370293221
327	0.1370217242
328	0.1370151171
329	0.1370048263
330	0.1369964906
331	0.136990737
332	0.1369834202
333	0.1369758666
334	0.1369651131
335	0.1369578086
336	0.1369522084
337	0.1369495636
338	0.136940581
339	0.1369299607
340	0.1369234067
341	0.1369193955
342	0.1369120064
343	0.1369035802
344	0.1368998089
345	0.13689094
346	0.1368829034
347	0.1368791622
348	0.1368755918
349	0.1368721208
350	0.1368647672
351	0.136861475
352	0.1368482289
353	0.1368419166
354	0.1368362176
355	0.136828496
356	0.1368267185
357	0.1368173056
358	0.1368106862
359	0.1368058122
360	0.1367955938
361	0.136793047
362	0.1367889423
363	0.1367829405
364	0.1367717018
365	0.1367621989
366	0.1367588592
367	0.1367554199
368	0.1367499071
369	0.1367442852
370	0.1367416139
371	0.1367354914
372	0.1367320703
373	0.1367291055
374	0.1367218647
375	0.1367200261
376	0.1367150137
377	0.1367082961
378	0.1367019581
379	0.1366932949
380	0.1366892776
381	0.1366867022
382	0.1366813613
383	0.1366753595
384	0.1366650296
385	0.1366622379
386	0.1366574302
387	0.1366509181
388	0.1366443042
389	0.1366382767
390	0.13663544
391	0.136633394
392	0.1366276837
393	0.136615531
394	0.1366073575
395	0.1366035318
396	0.1365998385
397	0.1365927885
398	0.1365862668
399	0.1365815175
400	0.1365749217
401	0.1365689706
402	0.1365642655
403	0.136557223
404	0.1365474355
405	0.1365436498
406	0.1365396815
407	0.1365343695
408	0.1365313647
409	0.1365242383
410	0.1365178486
411	0.1365116568
412	0.1365079693
413	0.1365009386
414	0.1364976788
415	0.1364927826
416	0.1364805354
417	0.1364764978
418	0.1364745469
419	0.1364699468
420	0.1364680235
421	0.1364627218
422	0.1364566286
423	0.1364532406
424	0.1364458812
425	0.1364359919
426	0.1364313953
427	0.1364255866
428	0.1364209902
429	0.1364190543
430	0.136414301
431	0.1364123704
432	0.1364086564
433	0.1364010973
434	0.1363972894
435	0.1363922694
436	0.1363852973
437	0.1363780251
438	0.1363701655
439	0.1363666661
440	0.1363622342
441	0.1363592805
442	0.1363546038
443	0.136350186
444	0.1363460134
445	0.1363441511
446	0.1363383026
447	0.1363349327
448	0.1363325159
449	0.1363289712
450	0.1363236852
451	0.1363207826
452	0.1363152079
453	0.1363128026
454	0.1363085782
455	0.1363026827
456	0.136296509
457	0.1362870424
458	0.1362814499
459	0.1362756227
460	0.1362694564
461	0.1362632942
462	0.1362575661
463	0.136254479
464	0.1362479928
465	0.1362371352
466	0.1362327358
467	0.1362300211
468	0.1362251874
469	0.1362187304
470	0.1362156113
471	0.1362101885
472	0.1362052678
473	0.1361989553
474	0.1361964362
475	0.1361914418
476	0.1361885547
477	0.136185674
478	0.1361828009
479	0.1361767858
480	0.1361743813
481	0.1361710082
482	0.1361647071
483	0.1361605889
484	0.1361555651
485	0.1361495311
486	0.1361445444
487	0.1361401461
488	0.1361361412
489	0.1361308935
490	0.1361279289
491	0.1361223113
492	0.1361199558
493	0.1361097771
494	0.1361045747
495	0.1361023847
496	0.1360986752
497	0.1360945976
498	0.1360895407
499	0.1360877372
500	0.1360853314
501	0.1360831022
502	0.1360770523
503	0.136074555
504	0.1360724959
505	0.1360627883
506	0.1360580207
507	0.1360526505
508	0.1360498798
509	0.1360446671
510	0.136040772
511	0.1360370911
512	0.1360311805
513	0.1360277681
514	0.1360246611
515	0.1360196603
516	0.13601795
517	0.1360137081
518	0.1360119571
519	0.1360108472
520	0.1360075728
521	0.1360058169
522	0.136003075
523	0.1360009283
524	0.135996281
525	0.1359923211
526	0.1359892971
527	0.1359862662
528	0.1359795306
529	0.1359771087
530	0.1359723975
531	0.1359677528
532	0.1359638792
533	0.1359598646
534	0.1359571488
535	0.135954956
536	0.1359518381
537	0.1359499519
538	0.1359480359
539	0.1359395805
540	0.1359368136
541	0.135931177
542	0.1359275225
543	0.1359223537
544	0.1359145969
545	0.1359125632
546	0.1359102461
547	0.1359071616
548	0.1359003451
549	0.1358979895
550	0.1358956822
551	0.1358891727
552	0.1358852588
553	0.1358803814
554	0.1358755246
555	0.1358719761
556	0.1358690588
557	0.1358639783
558	0.1358587978
559	0.1358544907
560	0.1358528515
561	0.1358518986
562	0.135845021
563	0.1358407206
564	0.1358374988
565	0.1358354627
566	0.1358328696
567	0.1358306022
568	0.1358289886
569	0.1358266361
570	0.1358250005
571	0.1358216782
572	0.1358154974
573	0.1358116788
574	0.1358075882
575	0.1358030419
576	0.1358008661
577	0.1357954282
578	0.1357868566
579	0.1357853494
580	0.1357842643
581	0.1357820691
582	0.1357790758
583	0.1357776767
584	0.1357755558
585	0.1357747307
586	0.1357712259
587	0.1357656073
588	0.1357580798
589	0.1357561868
590	0.135751773
591	0.1357484074
592	0.1357457355
593	0.1357416967
594	0.135738277
595	0.1357322282
596	0.1357287061
597	0.1357266643
598	0.1357256452
599	0.135724295
600	0.1357226003
601	0.1357181586
602	0.1357138544
603	0.1357120221
604	0.1357108962
605	0.1357095892
606	0.135706107
607	0.1356991962
608	0.1356936904
609	0.1356869704
610	0.1356825446
611	0.1356804667
612	0.1356766225
613	0.1356726144
614	0.1356698947
615	0.1356675058
616	0.1356651693
617	0.1356637143
618	0.1356602605
619	0.1356568396
620	0.1356516879
621	0.1356466498
622	0.1356409025
623	0.1356380079
624	0.1356350616
625	0.1356329561
626	0.1356310907
627	0.1356254791
628	0.1356202143
629	0.1356149018
630	0.135610751
631	0.1356057644
632	0.1356008213
633	0.1355992882
634	0.1355981165
635	0.1355927393
636	0.1355902348
637	0.1355824731
638	0.1355798339
639	0.1355773546
640	0.1355747046
641	0.1355712947
642	0.1355695321
643	0.1355681339
644	0.1355619425
645	0.1355605986
646	0.1355571848
647	0.1355500142
648	0.1355482723
649	0.1355462127
650	0.1355429744
651	0.1355380541
652	0.1355364806
653	0.1355308914
654	0.1355285318
655	0.1355247238
656	0.1355230028
657	0.135520524
658	0.1355178661
659	0.1355144219
660	0.1355047361
661	0.1355037577
662	0.1355013373
663	0.1354929005
664	0.1354906768
665	0.1354870617
666	0.1354822209
667	0.1354787892
668	0.135471717
669	0.1354668029
670	0.1354656059
671	0.1354625833
672	0.1354588632
673	0.1354554567
674	0.1354536831
675	0.1354511675
676	0.1354450888
677	0.1354429641
678	0.1354384307
679	0.1354372328
680	0.1354350644
681	0.1354317814
682	0.1354300036
683	0.1354266412
684	0.1354247391
685	0.1354213851
686	0.1354183549
687	0.1354152071
688	0.1354105157
689	0.1354088072
690	0.1354016259
691	0.13539904
692	0.1353968091
693	0.1353948086
694	0.1353903475
695	0.1353884672
696	0.1353839926
697	0.1353822615
698	0.1353802199
699	0.1353773794
700	0.1353737395
701	0.135367116
702	0.1353642245
703	0.1353589527
704	0.1353565103
705	0.1353535058
706	0.1353495154
707	0.1353474536
708	0.1353404445
709	0.1353381619
710	0.13533312
711	0.1353293269
712	0.1353226824
713	0.135318539
714	0.1353163274
715	0.1353111101
716	0.1353085692
717	0.1353059116
718	0.1353014571
719	0.1352991315
720	0.1352949224
721	0.1352912461
722	0.1352878014
723	0.1352856874
724	0.1352840514
725	0.1352799588
726	0.1352780861
727	0.1352771962
728	0.1352751318
729	0.135270463
730	0.1352667322
731	0.1352643734
732	0.1352606316
733	0.1352562031
734	0.1352553595
735	0.1352529973
736	0.1352487765
737	0.1352467656
738	0.1352433123
739	0.1352412972
740	0.1352359888
741	0.1352347401
742	0.1352298953
743	0.1352277232
744	0.1352235968
745	0.1352196495
746	0.1352173684
747	0.1352144087
748	0.1352120902
749	0.1352090604
750	0.1352060026
751	0.1352018662
752	0.1352000481
753	0.1351965738
754	0.1351953729
755	0.1351928603
756	0.1351909968
757	0.1351899269
758	0.135184203
759	0.1351814357
760	0.1351776393
761	0.1351767349
762	0.1351733396
763	0.1351723611
764	0.1351689896
765	0.135164371
766	0.1351618044
767	0.1351606711
768	0.1351595359
769	0.1351529466
770	0.1351492086
771	0.1351462372
772	0.1351444853
773	0.1351396623
774	0.1351356937
775	0.1351321612
776	0.1351309563
777	0.1351291342
778	0.1351256368
779	0.1351230336
780	0.1351177221
781	0.1351169152
782	0.1351151371
783	0.1351144398
784	0.135113092
785	0.1351108835
786	0.1351078862
787	0.1351054368
788	0.1351027463
789	0.1351003192
790	0.135096219
791	0.1350936232
792	0.1350899031
793	0.1350830258
794	0.1350816596
795	0.1350805921
796	0.1350786907
797	0.1350770661
798	0.1350738278
799	0.1350691655
800	0.1350663217
801	0.1350642267
802	0.1350608131
803	0.1350577867
804	0.1350526104
805	0.1350520262
806	0.1350505729
807	0.1350479698
808	0.1350426432
809	0.1350414534
810	0.1350390474
811	0.1350329723
812	0.135030165
813	0.135029218
814	0.1350262029
815	0.1350242497
816	0.135013235
817	0.1350081458
818	0.1350030746
819	0.1350009913
820	0.1349998477
821	0.1349974089
822	0.1349934685
823	0.1349902954
824	0.1349864001
825	0.1349824929
826	0.1349764917
827	0.1349719099
828	0.1349691971
829	0.1349670554
830	0.1349622253
831	0.1349602624
832	0.1349586524
833	0.1349530408
834	0.1349490576
835	0.1349447242
836	0.134941226
837	0.1349387876
838	0.134935049
839	0.1349304598
840	0.1349284227
841	0.1349278505
842	0.1349240975
843	0.1349197201
844	0.1349156245
845	0.1349125506
846	0.1349084139
847	0.1349072347
848	0.1349034708
849	0.1348993665
850	0.1348979287
851	0.1348945481
852	0.1348934899
853	0.134892234
854	0.1348888096
855	0.1348874545
856	0.1348832239
857	0.1348824861
858	0.1348809162
859	0.1348760532
860	0.1348739721
861	0.134870624
862	0.1348676012
863	0.1348650307
864	0.1348633
865	0.1348617877
866	0.1348595976
867	0.1348578416
868	0.1348548158
869	0.134850296
870	0.1348477919
871	0.1348446809
872	0.1348421436
873	0.1348388797
874	0.1348362839
875	0.1348352684
876	0.1348336984
877	0.1348322637
878	0.1348307923
879	0.1348302002
880	0.1348274873
881	0.1348220921
882	0.1348192811
883	0.1348167037
884	0.1348134214
885	0.134811775
886	0.13481087
887	0.1348070659
888	0.1348056019
889	0.1348025095
890	0.1348018888
891	0.1348005598
892	0.1347978655
893	0.1347922399
894	0.1347910492
895	0.1347887238
896	0.1347863341
897	0.1347857358
898	0.1347846988
899	0.1347821651
900	0.1347815085
901	0.1347788442
902	0.1347769275
903	0.134774799
904	0.1347690381
905	0.1347657086
906	0.1347633284
907	0.1347606131
908	0.1347580864
909	0.1347561626
910	0.1347528041
911	0.1347510298
912	0.1347502197
913	0.1347470245
914	0.1347445344
915	0.1347421979
916	0.1347400378
917	0.1347390557
918	0.1347303484
919	0.1347279756
920	0.1347264497
921	0.1347247008
922	0.1347198417
923	0.1347150079
924	0.1347131097
925	0.1347089731
926	0.134704822
927	0.1347029492
928	0.1346984658
929	0.1346939533
930	0.1346929125
931	0.1346893456
932	0.1346873041
933	0.1346861612
934	0.134684347
935	0.1346819775
936	0.1346780674
937	0.1346741101
938	0.1346705835
939	0.1346686704
940	0.1346671005
941	0.1346655931
942	0.134662654
943	0.1346618257
944	0.1346601298
945	0.1346569133
946	0.1346538285
947	0.1346507096
948	0.134647935
949	0.1346457438
950	0.1346435279
951	0.1346390702
952	0.1346363612
953	0.1346317327
954	0.1346275378
955	0.134624749
956	0.134623475
957	0.1346189477
958	0.1346146253
959	0.13461169
960	0.1346071734
961	0.134605505
962	0.1346021134
963	0.1345987327
964	0.134595125
965	0.1345920986
966	0.1345899483
967	0.1345887982
968	0.1345870895
969	0.134585421
970	0.134582551
971	0.1345811455
972	0.1345802074
973	0.1345761622
974	0.1345735699
975	0.1345719418
976	0.1345694483
977	0.1345674684
978	0.1345649639
979	0.1345631277
980	0.1345612255
981	0.1345596665
982	0.1345566438
983	0.1345521862
984	0.1345506759
985	0.1345479447
986	0.1345433554
987	0.1345403124
988	0.13453741
989	0.1345365737
990	0.1345336055
991	0.1345279866
992	0.1345264312
993	0.1345237734
994	0.1345223203
995	0.1345188488
996	0.1345177101
997	0.1345128649
998	0.1345093672
999	0.1345065853
1000	0.1345042894
1001	0.1345014417
1002	0.1344989605
1003	0.1344954628
1004	0.1344938346
1005	0.1344913659
1006	0.1344898359
1007	0.1344873421
1008	0.1344852066
1009	0.1344823991
1010	0.1344810701
1011	0.1344798756
1012	0.1344731032
1013	0.1344707212
1014	0.1344671505
1015	0.1344646529
1016	0.1344630027
1017	0.1344610713
1018	0.1344594471
1019	0.1344556317
1020	0.1344532406
1021	0.1344502068
1022	0.1344455155
1023	0.1344419889
1024	0.1344373304
1025	0.1344341117
1026	0.1344324945
1027	0.1344299064
1028	0.134427318
1029	0.1344254487
1030	0.1344231892
1031	0.1344206886
1032	0.1344195494
1033	0.1344171473
1034	0.1344157125
1035	0.1344120612
1036	0.1344099145
1037	0.1344083408
1038	0.1344071725
1039	0.1344030839
1040	0.1344014549
1041	0.1343993045
1042	0.134397049
1043	0.1343950189
1044	0.1343938725
1045	0.1343927257
1046	0.1343910917
1047	0.1343870719
1048	0.1343845711
1049	0.1343826508
1050	0.1343797161
1051	0.1343784529
1052	0.1343755248
1053	0.1343737469
1054	0.134371929
1055	0.1343681977
1056	0.1343648719
1057	0.1343624995
1058	0.134361692
1059	0.1343581616
1060	0.134356561
1061	0.1343528735
1062	0.1343512986
1063	0.1343507298
1064	0.1343478782
1065	0.1343439129
1066	0.1343407623
1067	0.1343400581
1068	0.1343391964
1069	0.1343358889
1070	0.1343315133
1071	0.1343288483
1072	0.1343281621
1073	0.1343248333
1074	0.134323592
1075	0.134321774
1076	0.1343193708
1077	0.1343169285
1078	0.1343131931
1079	0.1343127252
1080	0.1343106843
1081	0.1343085956
1082	0.1343074378
1083	0.1343047622
1084	0.1342992144
1085	0.1342977855
1086	0.1342971247
1087	0.1342953803
1088	0.1342926569
1089	0.1342919848
1090	0.1342900097
1091	0.1342887174
1092	0.1342861618
1093	0.134284647
1094	0.1342829713
1095	0.1342802042
1096	0.1342778166
1097	0.134273114
1098	0.1342706093
1099	0.1342657497
1100	0.1342647346
1101	0.1342637571
1102	0.1342624354
1103	0.1342597452
1104	0.1342558644
1105	0.1342537104
1106	0.1342515457
1107	0.1342473659
1108	0.1342429135
1109	0.1342420409
1110	0.134240787
1111	0.1342399579
1112	0.1342388951
1113	0.1342358939
1114	0.1342338458
1115	0.1342303995
1116	0.1342286435
1117	0.1342271599
1118	0.1342255824
1119	0.1342233153
1120	0.1342207852
1121	0.1342184758
1122	0.1342158618
1123	0.1342134157
1124	0.1342110209
1125	0.1342096445
1126	0.1342076037
1127	0.1342033392
1128	0.1342005245
1129	0.1341982025
1130	0.1341962125
1131	0.1341949498
1132	0.1341890683
1133	0.1341859544
1134	0.1341836324
1135	0.1341820887
1136	0.1341814678
1137	0.1341765899
1138	0.1341738701
1139	0.1341722966
1140	0.1341705806
1141	0.1341672034
1142	0.1341639286
1143	0.1341626688
1144	0.1341593977
1145	0.1341586457
1146	0.1341552289
1147	0.1341524543
1148	0.1341507527
1149	0.1341461853
1150	0.1341429246
1151	0.1341402348
1152	0.1341372631
1153	0.1341346382
1154	0.1341312278
1155	0.1341293694
1156	0.1341270947
1157	0.1341251706
1158	0.1341216807
1159	0.134120741
1160	0.1341176707
1161	0.1341155533
1162	0.1341130126
1163	0.1341101826
1164	0.1341090509
1165	0.1341055424
1166	0.1341037062
1167	0.1341015047
1168	0.1340996571
1169	0.1340986458
1170	0.1340966432
1171	0.1340951211
1172	0.1340929639
1173	0.1340913236
1174	0.1340903257
1175	0.1340870837
1176	0.1340854518
1177	0.1340843423
1178	0.1340827579
1179	0.134081838
1180	0.1340806551
1181	0.1340757995
1182	0.1340733645
1183	0.1340719697
1184	0.134069674
1185	0.1340669795
1186	0.134064081
1187	0.1340625073
1188	0.1340612332
1189	0.134058663
1190	0.1340581409
1191	0.1340554688
1192	0.1340539809
1193	0.1340522724
1194	0.1340512317
1195	0.1340510051
1196	0.1340475984
1197	0.1340446407
1198	0.1340429613
1199	0.1340401032
1200	0.1340383289
1201	0.1340360214
1202	0.1340350527
1203	0.1340319897
1204	0.13403004
1205	0.134028419
1206	0.1340269439
1207	0.1340261039
1208	0.1340236397
1209	0.1340230032
1210	0.1340178839
1211	0.1340165002
1212	0.1340149299
1213	0.1340137802
1214	0.1340101255
1215	0.1340050618
1216	0.1340010749
1217	0.1339997639
1218	0.1339984102
1219	0.1339958472
1220	0.1339917833
1221	0.1339907644
1222	0.1339897501
1223	0.1339871069
1224	0.1339835901
1225	0.1339818195
1226	0.1339807826
1227	0.1339788697
1228	0.133977643
1229	0.133976405
1230	0.1339755217
1231	0.1339743247
1232	0.1339720756
1233	0.1339694728
1234	0.1339667931
1235	0.1339649605
1236	0.1339627191
1237	0.1339589623
1238	0.1339565855
1239	0.1339551945
1240	0.133954019
1241	0.1339510694
1242	0.1339504016
1243	0.1339491686
1244	0.1339475148
1245	0.1339444987
1246	0.1339430529
1247	0.1339414249
1248	0.1339386833
1249	0.1339372121
1250	0.1339354488
1251	0.1339345219
1252	0.1339319115
1253	0.1339299618
1254	0.1339292869
1255	0.1339269065
1256	0.1339235656
1257	0.1339225359
1258	0.1339206268
1259	0.133917374
1260	0.1339146396
1261	0.1339125547
1262	0.1339104773
1263	0.133909221
1264	0.1339076253
1265	0.1339054825
1266	0.1339006013
1267	0.1338968879
1268	0.1338949126
1269	0.1338932111
1270	0.1338909877
1271	0.1338890272
1272	0.1338869666
1273	0.1338855508
1274	0.1338818424
1275	0.1338798491
1276	0.1338771727
1277	0.1338757854
1278	0.1338743216
1279	0.133872573
1280	0.1338718018
1281	0.1338704547
1282	0.1338677963
1283	0.1338652598
1284	0.1338648069
1285	0.1338627262
1286	0.133860751
1287	0.1338598565
1288	0.1338584914
1289	0.1338569945
1290	0.1338558066
1291	0.1338552848
1292	0.1338530612
1293	0.1338518125
1294	0.1338508854
1295	0.1338498118
1296	0.1338488964
1297	0.1338442204
1298	0.1338437309
1299	0.1338422049
1300	0.1338405037
1301	0.1338399819
1302	0.133838707
1303	0.1338369581
1304	0.1338358077
1305	0.1338322227
1306	0.1338299008
1307	0.1338268672
1308	0.1338253413
1309	0.1338234793
1310	0.1338225878
1311	0.1338217505
1312	0.1338200127
1313	0.1338185669
1314	0.1338163836
1315	0.1338129479
1316	0.1338117865
1317	0.1338099906
1318	0.1338084827
1319	0.1338057737
1320	0.1338041235
1321	0.1338009689
1322	0.1337983843
1323	0.1337963805
1324	0.1337940652
1325	0.133791211
1326	0.1337889623
1327	0.1337885252
1328	0.13378766
1329	0.133785893
1330	0.1337847403
1331	0.1337824946
1332	0.1337815999
1333	0.1337805011
1334	0.1337792784
1335	0.1337771384
1336	0.1337757474
1337	0.1337705925
1338	0.1337677961
1339	0.1337673171
1340	0.1337659006
1341	0.1337637646
1342	0.1337623152
1343	0.1337614752
1344	0.133760741
1345	0.1337599266
1346	0.1337577616
1347	0.1337558229
1348	0.1337532341
1349	0.13375177
1350	0.1337500397
1351	0.1337476021
1352	0.133745623
1353	0.1337419685
1354	0.13374118
1355	0.1337375548
1356	0.1337358318
1357	0.1337333998
1358	0.1337314904
1359	0.1337298695
1360	0.1337286941
1361	0.1337262773
1362	0.1337232508
1363	0.1337206873
1364	0.1337190115
1365	0.1337175621
1366	0.133713995
1367	0.1337098761
1368	0.1337084742
1369	0.1337062325
1370	0.1337039178
1371	0.1337005292
1372	0.1336985269
1373	0.1336975232
1374	0.133694657
1375	0.1336921706
1376	0.1336910132
1377	0.1336890343
1378	0.1336856209
1379	0.1336824167
1380	0.1336818679
1381	0.1336805359
1382	0.1336779325
1383	0.1336766621
1384	0.1336749792
1385	0.1336741441
1386	0.1336717926
1387	0.1336699307
1388	0.1336684743
1389	0.133667894
1390	0.1336648453
1391	0.1336641042
1392	0.1336636149
1393	0.1336622315
1394	0.1336612351
1395	0.1336595195
1396	0.1336578547
1397	0.1336553756
1398	0.1336534808
1399	0.1336519839
1400	0.133650429
1401	0.1336463143
1402	0.1336452377
1403	0.1336427877
1404	0.1336404111
1405	0.1336394765
1406	0.1336374212
1407	0.1336338797
1408	0.1336311705
1409	0.1336294545
1410	0.1336258177
1411	0.133622711
1412	0.1336206411
1413	0.133617917
1414	0.1336163613
1415	0.1336123488
1416	0.1336107461
1417	0.1336090925
1418	0.1336081252
1419	0.1336069719
1420	0.133605223
1421	0.1336039602
1422	0.1336019381
1423	0.1336001563
1424	0.133598731
1425	0.1335961204
1426	0.1335933747
1427	0.1335900524
1428	0.1335869303
1429	0.1335854773
1430	0.1335827828
1431	0.1335785916
1432	0.1335771482
1433	0.1335760236
1434	0.1335699098
1435	0.1335673978
1436	0.133565828
1437	0.1335637105
1438	0.1335620129
1439	0.1335606839
1440	0.133558884
1441	0.1335559858
1442	0.1335537185
1443	0.1335529849
1444	0.1335507323
1445	0.1335466847
1446	0.1335458268
1447	0.133544684
1448	0.1335434757
1449	0.1335422564
1450	0.1335418112
1451	0.1335404605
1452	0.1335388504
1453	0.1335364555
1454	0.1335355537
1455	0.1335338121
1456	0.1335309569
1457	0.1335293066
1458	0.1335268495
1459	0.1335247758
1460	0.1335223845
1461	0.1335210051
1462	0.1335197306
1463	0.1335171344
1464	0.1335148889
1465	0.133512819
1466	0.1335101538
1467	0.1335086385
1468	0.1335071179
1469	0.1335065338
1470	0.133505431
1471	0.133504297
1472	0.1335011103
1473	0.1334995818
1474	0.1334976252
1475	0.1334957374
1476	0.133494394
1477	0.1334941018
1478	0.1334907104
1479	0.1334867678
1480	0.1334829525
1481	0.1334802654
1482	0.1334788234
1483	0.1334780458
1484	0.1334776406
1485	0.1334755705
1486	0.1334736357
1487	0.1334709487
1488	0.1334701054
1489	0.1334691855
1490	0.1334677725
1491	0.1334642714
1492	0.1334615223
1493	0.1334599853
1494	0.1334580538
1495	0.1334542677
1496	0.133453125
1497	0.1334507955
1498	0.1334501866
1499	0.1334483706
1500	0.1334457783
1501	0.133444172
1502	0.1334427845
1503	0.1334406446
1504	0.1334393491
1505	0.1334378523
1506	0.1334365788
1507	0.1334352825
1508	0.1334343772
1509	0.1334332419
1510	0.1334329189
1511	0.13343182
